rowid,fiscal_year,agency_name,payee_name,payee_zip,amount,purpose_of_payment_baltimore_county_only,mbe,payee_name_clean,payee_zip5,payee_name_refined,slug
640,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BSN Sports Inc DBA US GAMES INC,19046,39269.04,NA,NA,BSN SPORTS INCDBA US GAMES INC,19046,BSN SPORTS,anne-arundel-county
641,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CENGAGE LEARNING,41051,39250.27,NA,NA,CENGAGE LEARNING,41051,CENGAGE LEARNING,anne-arundel-county
642,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Peroutka, Miller, Klima and Peters, P.A.",21122,39113.63,NA,NA,"PEROUTKA MILLER, KLIMA AND PETERS, PA.",21122,"PEROUTKA MILLER, KLIMA & PETERS",anne-arundel-county
643,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Metro Printing Equipment Inc,20774,38885.3,NA,NA,METRO PRINTING EQUIPMENT INC,20774,METRO PRINTING EQUIPMENT INC,anne-arundel-county
644,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,SHELL / TEXACO,50368-9010,38713.23,NA,NA,SHELL / TEXACO,50368,SHELL / TEXACO,anne-arundel-county
645,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,AMSCO,20872,38697.3,NA,NA,AMSCO,20872,AMSCO,anne-arundel-county
646,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,PIONEER CREDIT RECOVERY INC,14009,38497.63,NA,NA,PIONEER CREDIT RECOVERY INC,14009,PIONEER CREDIT RECOVERY,anne-arundel-county
647,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CHELSEA SCHOOL,20782,38293.17,NA,NA,CHELSEA SCHOOL,20782,CHELSEA SCHOOL,anne-arundel-county
648,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Bay Area Mechanical Services, Inc.",21226,38202.5,NA,NA,BAY AREA MECHANICAL SERVICES INC,21226,BAY AREA MECHANICAL SERVICES INC,anne-arundel-county
649,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,WEX Bank,60197,37943.94,NA,NA,WEX BANK,60197,WEX BANK,anne-arundel-county
650,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,PAULINE V JUBB REVOCABLE TRUST,21102-2026,37814.73,NA,NA,PAULINE V JUBB REVOCABLE TRUST,21102,PAULINE V JUBB REVOCABLE TRUST,anne-arundel-county
651,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,VIRGINIA DEPT OF TAXATION,23261-7264,37745.61,NA,NA,VIRGINIA DEPT OF TAXATION,23261,VIRGINIA DEPT OF TAXATION,anne-arundel-county
652,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,PENNSYLVANIA DEPT OF REVENUE,17128-0405,37345.63,NA,NA,PENNSYLVANIA DEPT OF REVENUE,17128,PENNSYLVANIA DEPT OF REVENUE,anne-arundel-county
653,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CENTRAL POLY - BAG CORPORATION,07036,37267.5,NA,NA,CENTRAL POLY - BAG CORPORATION,07036,CENTRAL POLY-BAG CORP,anne-arundel-county
654,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,THE TREE PEOPLE,21122,36900,NA,NA,THE TREE PEOPLE,21122,THE TREE PEOPLE,anne-arundel-county
655,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,JR Balsan Inc DBA Johnstone Supply,21401,36700.75,NA,NA,JR BALSAN INCDBA JOHNSTONE SUPPLY,21401,JR BALSAN INCDBA JOHNSTONE SUPPLY,anne-arundel-county
656,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,DEMCO INC,53707-8048,36650.54,NA,NA,DEMCO INC,53707,DEMCO INC,anne-arundel-county
657,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,PYRAMID SCHOOL PRODUCTS,33610-1994,36478.17,NA,NA,PYRAMID SCHOOL PRODUCTS,33610,PYRAMID SCHOOL PRODUCTS,anne-arundel-county
658,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Tobii Dynavox LLC,15203,36394.1,NA,NA,TOBII DYNAVOX LLC,15203,TOBII DYNAVOX LLC,anne-arundel-county
659,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Bayshore Ford Truck Sales, Inc",19720,36125,NA,NA,BAYSHORE FORD TRUCK SALES INC,19720,BAYSHORE FORD TRUCK SALES INC,anne-arundel-county
660,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ENCYCLOPAEDIA BRITANNICA INC,60604,35674.22,NA,NA,ENCYCLOPAEDIA BRITANNICA INC,60604,ENCYCLOPAEDIA BRITANNICA,anne-arundel-county
661,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,KENDALL/HUNT PUBLISHING CO,52004-1840,35624.76,NA,NA,KENDALL/HUNT PUBLISHING CO,52004,KENDALL-HUNT PUBLISHING CO,anne-arundel-county
662,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Corporate Translation Services,98684,35620.87,NA,NA,CORPORATE TRANSLATION SERVICES,98684,CORPORATE TRANSLATION SERVICES,anne-arundel-county
663,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,SILMAR ELECTRONICS,33178,35213.89,NA,NA,SILMAR ELECTRONICS,33178,SILMAR ELECTRONICS,anne-arundel-county
664,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,EBSCO Industries Inc DBA EBSCO Publishing,01938,35137,NA,NA,EBSCO INDUSTRIES INCDBA EBSCO PUBLISHING,01938,EBSCO INDUSTRIES,anne-arundel-county
665,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BLACKBOARD COLLABORATE INC,20001-3796,35115.98,NA,NA,BLACKBOARD COLLABORATE INC,20001,BLACKBOARD COLLABORATE,anne-arundel-county
666,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Reddy Enterprises, Inc.",20772,35016,NA,NA,REDDY ENTERPRISES INC,20772,REDDY ENTERPRISES INC,anne-arundel-county
667,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,LINCOLN LIBRARY PRESS INC,44115,34989,NA,NA,LINCLN LIBRARY PRESS INC,44115,LINCLN LIBRARY PRESS INC,anne-arundel-county
668,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,TAYLOR SECURITY & LOCK CO INC,20877-4186,34775.88,NA,NA,TAYLOR SECURITY & LOCK CO INC,20877,TAYLOR SECURITY & LOCK CO INC,anne-arundel-county
669,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,HILTON,20009,34763.71,NA,NA,HILTON,20009,HILTON,anne-arundel-county
670,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,FACTS ON FILE Inc,21014-2550,34458.21,NA,NA,FACTS ON FILE INC,21014,FACTS ON FILE INC,anne-arundel-county
671,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,UNITED PARCEL SERVICE,19170-0001,34364.29,NA,NA,UNITED PARCEL SERVICE,19170,UNITED PARCEL SERVICE,anne-arundel-county
672,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ARUNDEL GAS CO,21037,34215.16,NA,NA,ARUNDEL GAS CO,21037,ARUNDEL GAS CO,anne-arundel-county
673,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"WALTERS RELOCATIONS, INC.",21217,34040,NA,NA,WALTERS RELOCATIONS INC,21217,WALTERS RELOCATIONS INC,anne-arundel-county
674,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CLEAN HARBORS OF BALT INC,02241,34001.43,NA,NA,CLEAN HARBORS OF BALT INC,02241,CLEAN HARBORS OF BALT INC,anne-arundel-county
675,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,HOME DEPOT,30339,33886.84,NA,NA,HOME DEPOT,30339,HOME DEPOT,anne-arundel-county
676,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ADVANCE AUTO PARTS,21122,33756.15,NA,NA,ADVANCE AUTO PARTS,21122,ADVANCE AUTO PARTS,anne-arundel-county
677,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"West Music Company, Inc",52241,33627.77,NA,NA,WEST MUSIC COMPANY INC,52241,WEST MUSIC COMPANY INC,anne-arundel-county
678,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Anzi-Tech Distribution, Inc.",21108,33446.3,NA,NA,ANZI-TECH DISTRIBUTION INC,21108,ANZI-TECH DISTRIBUTION INC,anne-arundel-county
679,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,WELLNESS SOLUTIONS INC,20187,33438.51,NA,NA,WELLNESS SOLUTIONS INC,20187,WELLNESS SOLUTIONS,anne-arundel-county
680,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Leslie Deason DBA Capital Area Volleyball Officials, LLC",21012,33330,NA,NA,LESLIE DEASON DBA CAPITAL AREA VOLLEYBALL OFFICIALS LLC,21012,LESLIE DEASON DBA CAPITAL AREA VOLLEYBALL OFFICIALS LLC,anne-arundel-county
681,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BirdBrain Technologies LLC,15219,32673.6,NA,NA,BIRDBRAIN TECHNOLOGIES LLC,15219,BIRDBRAIN TECHNOLOGIES LLC,anne-arundel-county
682,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BAY ENGINEERING SERVICES,21012,32594,NA,NA,BAY ENGINEERING SERVICES,21012,BAY ENGINEERING SERVICES,anne-arundel-county
683,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Multicorp Fire Protection Services,21158,32418.75,NA,NA,MULTICORP FIRE PROTECTION SERVICES,21158,MULTICORP FIRE PROTECTION SERVICES,anne-arundel-county
684,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Netop,97209,31820,NA,NA,NETOP,97209,NETOP,anne-arundel-county
685,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Beacon Sales Acquisition DBA THE ROOF CENTER,21401,31604.96,NA,NA,BEACON SALES ACQUISITION DBA THE ROOF CENTER,21401,BEACON SALES ACQUISITION DBA THE ROOF CENTER,anne-arundel-county
686,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,MCCORMICK INSUL SUPPLY INC,21117,31324.72,NA,NA,MCCORMICK INSUL SUPPLY INC,21117,MCCORMICK INSUL SUPPLY INC,anne-arundel-county
687,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,SIGN A RAMA,21060,31279.04,NA,NA,SIGN A RAMA,21060,SIGN A RAMA,anne-arundel-county
688,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,SCHOLASTIC LIBRARY PUBLISHING,65102,31217.3,NA,NA,SCHOLASTIC LIBRARY PUBLISHING,65102,SCHOLASTIC LIBRARY PUBLISHING,anne-arundel-county
689,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,AMTEK CO,21012-1887,30981,NA,NA,AMTEK CO,21012,AMTEK COMPANY,anne-arundel-county
690,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"PeopleAdmin, Inc.",75320-5748,30902.45,NA,NA,PEOPLEADMIN INC,75320,PEOPLEADMIN INC,anne-arundel-county
691,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"ePlus Technology, inc.",19464,30740.8,NA,NA,EPLUS TECHNOLOGY INC,19464,EPLUS TECHNOLOGY,anne-arundel-county
692,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BEST BATTERY CO INC,21224,30695.54,NA,NA,BEST BATTERY CO INC,21224,BEST BATTERY CO INC,anne-arundel-county
693,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,PERMA-BOUND BOOKS,62650,30651.2,NA,NA,PERMA-BOUND BOOKS,62650,PERMA-BOUND BOOKS,anne-arundel-county
694,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ROSEN PUBLISHING GROUP (THE),10010,30624.7,NA,NA,ROSEN PUBLISHING GROUP (THE),10010,ROSEN PUBLISHING GROUP,anne-arundel-county
695,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Capital Enterprises LLC,21227,30490,NA,NA,CAPITAL ENTERPRISES LLC,21227,CAPITAL ENTERPRISES LLC,anne-arundel-county
696,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,LEXIA LEARNING SYSTEMS,01742,30460.5,NA,NA,LEXIA LEARNING SYSTEMS,01742,LEXIA LEARNING SYSTEMS,anne-arundel-county
697,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,WRANGLER PLUMBING & HEATING INC,21122,30331.74,NA,NA,WRANGLER PLUMBING & HEATING INC,21122,WRANGLER PLUMBING & HEATING INC,anne-arundel-county
698,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"JF JOHNSON LUMBER CO, THE",21108,30164.76,NA,NA,JF JOHNSON LUMBER CO THE,21108,THE JF JOHNSON LUMBER CO,anne-arundel-county
699,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,AMERICAN NATIVE PLANTS INC,21128,30070.51,NA,NA,AMERICAN NATIVE PLANTS INC,21128,AMERICAN NATIVE PLANTS INC,anne-arundel-county
700,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,MONARCH TEACHING TECHNOLOGIES INC,44124,30003.3,NA,NA,MONARCH TEACHING TECHNOLOGIES INC,44124,MONARCH TEACHING TECHNOLOGIES INC,anne-arundel-county
701,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,KAPLAN EARLY LEARNING COMPANY,27023-0609,29960.3,NA,NA,KAPLAN EARLY LEARNING COMPANY,27023,KAPLAN EARLY LEARNING,anne-arundel-county
702,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,STANDARD GRAPHICS MID-ATLANTIC,22207,29646,NA,NA,STANDARD GRAPHICS MID-ATLANTIC,22207,STANDARD GRAPHICS MID-ATLANTIC,anne-arundel-county
703,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,UNIVERSITY OF OREGON,97403-1235,29615,NA,NA,UNIVERSITY OF OREGON,97403,UNIVERSITY OF OREGON,anne-arundel-county
704,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Weigand Associates Inc,20876,29578.14,NA,NA,WEIGAND ASSOCIATES INC,20876,WEIGAND ASSOCIATES INC,anne-arundel-county
705,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,QUEEN ANNE'S COUNTY PUBLIC SCHOOLS,21617,29252,NA,NA,QUEEN ANNE'S COUNTY PUBLIC SCHOOLS,21617,QUEEN ANNE'S COUNTY PUBLIC SCHOOLS,anne-arundel-county
706,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Lime Energy Services Co.,07102,29144.28,NA,NA,LIME ENERGY SERVICES CO,07102,LIME ENERGY SERVICES CO,anne-arundel-county
707,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Industrial Door Contractors Inc,21227,29137,NA,NA,INDUSTRIAL DOOR CONTRACTORS INC,21227,INDUSTRIAL DOOR CONTRACTORS INC,anne-arundel-county
708,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,AMERIGAS PROPANE,21042-3611,28870.84,NA,NA,AMERIGAS PROPANE,21042,AMERIGAS PROPANE LP,anne-arundel-county
709,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Aziz Abdur-Raoof,20725,28840,NA,NA,AZIZ ABDUR-RAOOF,20725,AZIZ ABDUR-RAOOF,anne-arundel-county
710,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ROYALLE DINING SERVICES INC,20754,28815.72,NA,NA,ROYALLE DINING SERVICES INC,20754,ROYALLE DINING SERVICES,anne-arundel-county
711,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,OVERHEAD DOOR CO. OF BALT. INC,21227,28735.75,NA,NA,OVERHEAD DOOR CO OF BALT. INC,21227,OVERHEAD DOOR CO OF BALT. INC,anne-arundel-county
712,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Liberty Lumber & Supply Company,21208-6016,28694.34,NA,NA,LIBERTY LUMBER & SUPPLY COMPANY,21208,LIBERTY LUMBER & SUPPLY CO,anne-arundel-county
713,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,WORLD BOOK INC,60601,28623,NA,NA,WORLD BOOK INC,60601,WORLD BOOK INC,anne-arundel-county
714,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,SINGER EQUIPMENT CO INC,19520,28580,NA,NA,SINGER EQUIPMENT CO INC,19520,SINGER EQUIPMENT CO INC,anne-arundel-county
715,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Belt's Corporation,21075,28503.17,NA,NA,BELT'S CORPORATION,21075,BELT'S CORPORATION,anne-arundel-county
716,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Hillshire Brands Company,18930,28355.95,NA,NA,HILLSHIRE BRANDS COMPANY,18930,HILLSHIRE BRANDS COMPANY,anne-arundel-county
717,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,SNAP ON INDUSTRIAL,60039-9004,28032.53,NA,NA,SNAP ON INDUSTRIAL,60039,SNAP-ON INDUSTRIAL,anne-arundel-county
718,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CENTER FOR APPLIED TECHNOLOGY SOUTH,21037,28023,NA,NA,CENTER FOR APPLIED TECHNOLOGY SOUTH,21037,CENTER FOR APPLIED TECHNOLOGY SOUTH,anne-arundel-county
719,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,G&G Athletic Wear Inc. DBA: Coaches Corner,33432,27945,NA,NA,G&G ATHLETIC WEAR INCDBA: COACHES CORNER,33432,G&G ATHLETIC WEAR INCDBA: COACHES CORNER,anne-arundel-county
720,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"SMJ Construction, Inc.",20785,27874.22,NA,NA,SMJ CONSTRUCTION INC,20785,SMJ CONSTRUCTION INC,anne-arundel-county
721,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,DILLON'S BUS SERVICE INC,21076,27830,NA,NA,DILLON'S BUS SERVICE INC,21076,DILLON'S BUS SERVICE INC,anne-arundel-county
722,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,RE MICHEL CO INC,21401,27447.37,NA,NA,RE MICHEL CO INC,21401,RE MICHEL CO INC,anne-arundel-county
723,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Enel X North America Inc,21230,27169,NA,NA,ENEL X NORTH AMERICA INC,21230,ENEL X NORTH AMERICA INC,anne-arundel-county
724,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Md National Capital Park and Planning Commission,20772,27095,NA,NA,MD NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20772,MD NATIONAL CAPITAL PARK AND PLANNING COMMISSION,anne-arundel-county
725,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,AMERICAN ENERGY RESTAURANT EQ,22153,26646.04,NA,NA,AMERICAN ENERGY RESTAURANT EQ,22153,AMERICAN ENERGY RESTAURANT EQUIPMENT,anne-arundel-county
726,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BURDETTE KOEHLER MURPHY & ASSOCIATES,21209,26622.25,NA,NA,BURDETTE KOEHLER MURPHY & ASSOCIATES,21209,BURDETTE KOEHLER MURPHY & ASSOCIATES,anne-arundel-county
727,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,MIDDLETON & MEADS CO INC,21230,26541.67,NA,NA,MIDDLETON & MEADS CO INC,21230,MIDDLETON & MEADS CO INC,anne-arundel-county
728,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,GARDENS REPROGRAPHICS,21202,26412.22,NA,NA,GARDENS REPROGRAPHICS,21202,GARDENS REPROGRAPHICS,anne-arundel-county
729,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Baltimore Brass,21228,26362.67,NA,NA,BALTIMORE BRASS,21228,BALTIMORE BRASS CO,anne-arundel-county
730,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CENTER FOR APPLIED TECHNOLOGY NORTH,21144,26346.38,NA,NA,CENTER FOR APPLIED TECHNOLOGY NORTH,21144,CENTER FOR APPLIED TECHNOLOGY NORTH,anne-arundel-county
731,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Scenario Learning LLC,45236,26045,NA,NA,SCENARIO LEARNING LLC,45236,SCENARIO LEARNING LLC,anne-arundel-county
732,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"DAVE'S KITCHEN FIXING, LLC",21401,25840.6,NA,NA,DAVE'S KITCHEN FIXING LLC,21401,DAVE'S KITCHEN FIXING LLC,anne-arundel-county
733,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Md National Capital and Planning Commission,20785,25777.5,NA,NA,MD NATIONAL CAPITAL AND PLANNING COMMISSION,20785,MD NATIONAL CAPITAL PARK AND PLANNING COMMISSION,anne-arundel-county
734,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"BMI Benefits, LLC DBA BOB MCCLOSKEY INSURANCE",07747,25775.4,NA,NA,BMI BENEFITS LLC DBA BOB MCCLOSKEY INSURANCE,07747,BMI BENEFITS LLC DBA BOB MCCLOSKEY INSURANCE,anne-arundel-county
735,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,American Speech Language Hearing Assoc,20852-3279,25399.2,NA,NA,AMERICAN SPEECH LANGUAGE HEARING ASSOC,20852,AMERICAN SPEECH LANGUAGE HEARING ASSOC,anne-arundel-county
736,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,PHOCUS DESIGNS,21122,25335,NA,NA,PHOCUS DESIGNS,21122,PHOCUS DESIGNS,anne-arundel-county
737,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ADI,21117,25034.45,NA,NA,ADI,21117,ADI,anne-arundel-county
738,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Fort Meade Alliance, Inc.",21076,25000,NA,NA,FORT MEADE ALLIANCE INC,21076,FORT MEADE ALLIANCE INC,anne-arundel-county
739,2019,BALTIMORE CITY PUBLIC SCHOOLS,CARVER-BANNEKER INITATIVE,21244,25000,NA,NA,CARVER-BANNEKER INITATIVE,21244,CARVER-BANNEKER INITATIVE,baltimore-city
740,2019,BALTIMORE CITY PUBLIC SCHOOLS,"CREATIVE FINANCIAL STAFFING, LLC",60694,25000,NA,NA,CREATIVE FINANCIAL STAFFING LLC,60694,CREATIVE FINANCIAL STAFFING LLC,baltimore-city
741,2019,BALTIMORE CITY PUBLIC SCHOOLS,FEV TUTOR INC,01801,25000,NA,NA,FEV TUTOR INC,01801,FEV TUTOR INC,baltimore-city
742,2019,BALTIMORE CITY PUBLIC SCHOOLS,PEOPLEADMIN INC,75320,25000,NA,NA,PEOPLEADMIN INC,75320,PEOPLEADMIN INC,baltimore-city
743,2019,BALTIMORE CITY PUBLIC SCHOOLS,POLIHIRE LLC,20009,25000,NA,NA,POLIHIRE LLC,20009,POLIHIRE LLC,baltimore-city
744,2019,BALTIMORE CITY PUBLIC SCHOOLS,STEPHEN KENION SR,21216,25000,NA,NA,STEPHEN KENION SR,21216,STEPHEN KENION SR,baltimore-city
745,2019,BALTIMORE CITY PUBLIC SCHOOLS,SUPER KIDS UNIFORMS INC,21117,25078.02,NA,NA,SUPER KIDS UNIFORMS INC,21117,SUPER KIDS UNIFORMS INC,baltimore-city
746,2019,BALTIMORE CITY PUBLIC SCHOOLS,DUNBAR ARMORED INC,21264,25355.98,NA,NA,DUNBAR ARMORED INC,21264,DUNBAR ARMORED INC,baltimore-city
747,2019,BALTIMORE CITY PUBLIC SCHOOLS,LOYOLA UNIVERSITY MARYLAND INC,21093,25400,NA,NA,LOYOLA UNIVERSITY MARYLAND INC,21093,LOYOLA UNIVERSITY MARYLAND,baltimore-city
748,2019,BALTIMORE CITY PUBLIC SCHOOLS,MERCY MEDICAL CENTER INC,21202,25550.83,NA,NA,MERCY MEDICAL CENTER INC,21202,MERCY MEDICAL CENTER INC,baltimore-city
749,2019,BALTIMORE CITY PUBLIC SCHOOLS,LYONS DOUGHTY & VELDHUIS,08054,25701.33,NA,NA,LYONS DOUGHTY & VELDHUIS,08054,LYONS DOUGHTY & VELDHUIS,baltimore-city
750,2019,BALTIMORE CITY PUBLIC SCHOOLS,LEXIA LEARNING SYSTEMS INC,01742,25746,NA,NA,LEXIA LEARNING SYSTEMS INC,01742,LEXIA LEARNING SYSTEMS,baltimore-city
751,2019,BALTIMORE CITY PUBLIC SCHOOLS,CA STATE DISBURSEMENT UNIT,95798,25774.77,NA,NA,CA STATE DISBURSEMENT UNIT,95798,CA STATE DISBURSEMENT UNIT,baltimore-city
752,2019,BALTIMORE CITY PUBLIC SCHOOLS,BLIBAUM & ASSOCIATES,21204,25965.95,NA,NA,BLIBAUM & ASSOCIATES,21204,BLIBAUM & ASSOCIATES,baltimore-city
753,2019,BALTIMORE CITY PUBLIC SCHOOLS,COMMITTEE FOR CHILDREN,98121,26012.2,NA,NA,COMMITTEE FOR CHILDREN,98121,COMMITTEE FOR CHILDREN,baltimore-city
754,2019,BALTIMORE CITY PUBLIC SCHOOLS,JEFFREY L FRIEDMAN,21136,26093.28,NA,NA,JEFFREY L FRIEDMAN,21136,JEFFREY L FRIEDMAN,baltimore-city
755,2019,BALTIMORE CITY PUBLIC SCHOOLS,B & H PHOTO - VIDEO INC,10087,26237.78,NA,NA,B & H PHOTO - VIDEO INC,10087,B & H PHOTO - VIDEO INC,baltimore-city
756,2019,BALTIMORE CITY PUBLIC SCHOOLS,INTERNATIONAL BACCALAUREATE ORGANIZATION,20814,26338,NA,NA,INTERNATIONAL BACCALAUREATE ORGANIZATION,20814,INTERNATIONAL BACCALAUREATE ORGANIZATION,baltimore-city
757,2019,BALTIMORE CITY PUBLIC SCHOOLS,FRADKIN & WEBER P.A.,21286,26481.25,NA,NA,FRADKIN & WEBER PA.,21286,FRADKIN & WEBER PA.,baltimore-city
758,2019,BALTIMORE CITY PUBLIC SCHOOLS,LINISA VICTORIA FREEMAN,21214,26500,NA,NA,LINISA VICTORIA FREEMAN,21214,LINISA VICTORIA FREEMAN,baltimore-city
759,2019,BALTIMORE CITY PUBLIC SCHOOLS,MASTER TEACHER INC,66505,26629.35,NA,NA,MASTER TEACHER INC,66505,MASTER TEACHER INC,baltimore-city
760,2019,BALTIMORE CITY PUBLIC SCHOOLS,DATABANK IMX LLC,19182,26859.33,NA,NA,DATABANK IMX LLC,19182,DATABANK IMX LLC,baltimore-city
761,2019,BALTIMORE CITY PUBLIC SCHOOLS,CREATIVITY FIRST LLC,20904,26955,NA,NA,CREATIVITY FIRST LLC,20904,CREATIVITY FIRST LLC,baltimore-city
762,2019,BALTIMORE CITY PUBLIC SCHOOLS,THE COACH JONES EXPERIENCE,21229,26960,NA,NA,THE COACH JONES EXPERIENCE,21229,THE COACH JONES EXPERIENCE,baltimore-city
763,2019,BALTIMORE CITY PUBLIC SCHOOLS,ECMC,55116,27116.79,NA,NA,ECMC,55116,ECMC,baltimore-city
764,2019,BALTIMORE CITY PUBLIC SCHOOLS,ALMA ADVISORY GROUP LLC,60615,27275,NA,NA,ALMA ADVISORY GROUP LLC,60615,ALMA ADVISORY GROUP LLC,baltimore-city
765,2019,BALTIMORE CITY PUBLIC SCHOOLS,ATC HEALTHCARE SERVICES INC,60675,27327,NA,NA,ATC HEALTHCARE SERVICES INC,60675,ATC HEALTHCARE SERVICES INC,baltimore-city
766,2019,BALTIMORE CITY PUBLIC SCHOOLS,PROTAS & SPIVOK,20814,27443.68,NA,NA,PROTAS & SPIVOK,20814,PROTAS & SPIVOK,baltimore-city
